Item_ID,Raw_Description,Category,Sub_Category,Category_Level_1,Category_Level_2,Category_Level_3,analysis_type,extraction_confidence,spec_type,spec_amps,spec_voltage,spec_phase,spec_poles,spec_kaic,spec_frame,spec_kva,spec_gauge,spec_nema,RawMat_Finish,RawMat_Thickness,RawMat_Width,RawMat_Length,RawMat_UoM,RawMat_Weight_Lbs,voltage_inferred,Canonical_Group_ID,Canonical_Name
278382,CH: 1PH 2P 240V 30A Single CONFIG SAFETY SWITCH,,,Circuit Protection,Low Voltage Breakers,Safety Switches,ai_extraction,0.8,Switch,30.0,240V,1.0,2.0,,,,,,,,,,,,False,1777,CH: 1PH 2P 240V 30A Single CONFIG SAFETY SWITCH
278389,GE: 3PH 3P 600V 800A Single CONFIG SAFETY SWITCH,,,Circuit Protection,Low Voltage Breakers,Safety Switches,ai_extraction,0.8,Switch,800.0,600V,3.0,3.0,,,,,,,,,,,,False,3436,GE: 3PH 3P 600V 800A Single CONFIG SAFETY SWITCH
278391,2P 15A 240VAC 120VAC Shunt Trip Circuit Breaker,,,Circuit Protection,Low Voltage Breakers,MCCB,regex_extraction,0.9,Breaker,15.0,240VAC,,2.0,,,,,,,,,,,,False,382,2P 15A 240VAC 120VAC Shunt Trip Circuit Breaker
278499,"GE 9000 MCC 6"" COVER BLANK",,,Enclosures & Hardware,Doors & Covers,Cover Plates,ai_categorization,0.92,,,,,,,,,,,,,,,,,False,10736,"Ge 9000 Mcc 6"" Cover Blank"
278804,ITE FINGER KIT FOR FC-1 PANEL FOR EH3 FRAME BREAKER,,,Circuit Protection,Breaker Accessories,Mounting Kits,regex_extraction,0.7,Breaker,,,,,,3,,,,,,,,,,False,10737,Ite Finger Kit For Fc-1 Panel For Eh3 Frame Breaker
278909,WH: 3PH 3P 600V 175A 22kA@480V,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,Breaker,175.0,600V,3.0,3.0,22.0,,,,,,,,,,,False,6367,WH: 3PH 3P 600V 175A 22kA@480V
279013,ABB 3P 40A 600V NON FUSED DISCONNECT PANEL MOUNT SWITCH,,,Circuit Protection,Fuses & Disconnects,Non-Fusible Disconnect Switch,regex_extraction,0.9,Disconnect,40.0,600VAC,,3.0,,,,,,,,,,,,False,893,Abb 3P 40A 600V Non Fused Disconnect Panel Mount Switch
279229,GE MOUNTING KIT AND HW SCP+ TO SF 250A SPECTRA FRAME,,,Circuit Protection,Breaker Accessories,Mounting Kits,ai_extraction,0.8,Mounting Kit,250.0,,,,,SF,,,,,,,,,,False,3157,Ge Mounting Kit And Hw Scp+ To Sf 250A Spectra Frame
279338,GE 3P 100A 600V FUSIBLE PANEL SWITCH QMR,,,Circuit Protection,Fuses & Disconnects,Power Fuses,ai_extraction,0.8,Panel Switch,100.0,600V,,3.0,,,,,,,,,,,,False,3052,Ge 3P 100A 600V Fusible Panel Switch Qmr
279345,BELDEN CABLE RG59/22,,,Wire & Cable,Control Cable,Shielded Cable,ai_extraction,0.8,Cable,,,,,,,,RG59/22,,,,,,,,False,10738,Belden Cable Rg59/22
281177,240V SHUNT TRIPS MFR: GENERAL ELECTRIC,,,Circuit Protection,Breaker Accessories,Shunt Trips,ai_extraction,0.8,Shunt Trip,,240V,,,,,,,,,,,,,,False,339,240V Shunt Trips Mfr: General Electric
281582,SQD 3P 90A 480V 35KAIC AT 480V W 120V SHUNT TRIP,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,Breaker,90.0,480V,,3.0,35.0,,,,,,,,,,,False,10739,Sqd 3P 90A 480V 35Kaic At 480V W 120V Shunt Trip
281586,"SIE MOD 95 MCC DOOR 12""",,,Enclosures & Hardware,Doors & Covers,Enclosure Doors,ai_categorization,0.98,,,,,,,,,,,,,,,,,False,4701,"Sie Mod 95 Mcc Door 12"""
281587,GE 2PK SIDE FILLER PLATE SPECTRA ADS 200A,,,Enclosures & Hardware,Doors & Covers,Cover Plates,ai_categorization,0.9,,,,,,,,,,,,,,,,,False,10740,Ge 2Pk Side Filler Plate Spectra Ads 200A
281591,SQD SOLID STATE OLR 9-27A SZ 1,,,Electrical Components,Switching & Control,Motor Starters,ai_extraction,0.8,Relay,27.0,,,,,1,,,,,,,,,,False,5204,Sqd Solid State Olr 9-27A Sz 1
281893,GE MTG KIT AND HARDWARE APN-B TO SPECTRA SE FRAME,,,Circuit Protection,Breaker Accessories,Mounting Kits,ai_extraction,0.8,Mounting Kit,,,,,,SE,,,,,,,,,,False,3166,Ge Mtg Kit And Hardware Apn-B To Spectra Se Frame
282194,CH: 1PH 1P 120V 20A 10kA@120V,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,Breaker,20.0,120V,1.0,1.0,10.0,,,,,,,,,,,False,1711,CH: 1PH 1P 120V 20A 10kA@120V
283011,SQD 3P 150A 240V 65KAIC ILINE,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,Breaker,150.0,240V,,3.0,65.0,ILINE,,,,,,,,,,False,10741,Sqd 3P 150A 240V 65Kaic Iline
283742,3PH 3P 600V 18A NEMA 0 Motor Starter MFR: SQUARE D,,,Electrical Components,Switching & Control,Relays,regex_extraction,0.9,Motor Starter,18.0,600VAC,3.0,3.0,,,,,NEMA 0,,,,,,,False,657,3PH 3P 600V 18A NEMA 0 Motor Starter MFR: SQUARE D
283743,GE COMBINATION STARTER,,,Electrical Components,Switching & Control,Relays,ai_extraction,0.8,Starter,,,,,,,,,,,,,,,,False,3118,Ge Combination Starter
284054,WH: 1000A RATING PLUG,,,Circuit Protection,Breaker Accessories,Rating Plugs,ai_extraction,0.8,Rating Plug,1000.0,,,,,,,,,,,,,,,False,6022,Wh: 1000A Rating Plug
284056,SQUARE D COMBINATION STARTER,,,Electrical Components,Switching & Control,Relays,ai_extraction,0.8,Starter,,,,,,,,,,,,,,,,False,5633,Square D Combination Starter
284167,SIEMENS PANEL P1,,,Switchgear & Distribution,Low Voltage Switchgear,Panelboards,ai_extraction,0.8,Panel,,,,,,P1,,,,,,,,,,False,4937,Siemens Panel P1
287303,ABB 3P 80A NON FUSED DISCONNECT PANEL MOUNT,,,Circuit Protection,Fuses & Disconnects,Non-Fusible Disconnect Switch,regex_extraction,0.9,Disconnect,80.0,,,3.0,,,,,,,,,,,,False,899,Abb 3P 80A Non Fused Disconnect Panel Mount
287307,ITE CDP-7 MOUNTING KIT FOR ED FRAME BREAKER,,,Circuit Protection,Breaker Accessories,Mounting Kits,regex_extraction,0.7,Breaker,,,,,,D,,,,,,,,,,False,5997,Custom Fabricated Copper Conductive Breaker Mounting Spacer; Threaded; Electroplated; For Use With Eaton 3Mm320R Meter And Fd Frame
287311,SIE: 1PH 1P 120V 20A 10kA@120V,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,Breaker,20.0,120V,1.0,1.0,10.0,,,,,,,,,,,False,4721,SIE: 1PH 1P 120V 20A 10kA@120V
287312,SIE: 1PH 2P 240V 60A 10kA@240V,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,Breaker,60.0,240V,1.0,2.0,10.0,,,,,,,,,,,False,4767,SIE: 1PH 2P 240V 60A 10kA@240V
287318,SQD: 3PH 3P 240V 50A 22kA@240V,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,Breaker,50.0,240V,3.0,3.0,22.0,,,,,,,,,,,False,5413,SQD: 3PH 3P 240V 50A 22kA@240V
287320,EATON COMBINATION ENCLOSED STARTER,,,Electrical Components,Switching & Control,Relays,ai_extraction,0.8,Starter,,,,,,,,,,,,,,,,False,2296,Eaton Combination Enclosed Starter
287439,CLASS R REJECTION FUSE KIT 200AMP,,,Circuit Protection,Fuses & Disconnects,Power Fuses,regex_extraction,0.7,Fuse,200.0,,,,,,,,,,,,,,,False,6144,"200a CLASS T FUSE  ""Category: --- Class T-Fuses --- Identifier:
  ----------------------------------
  - Enclosure Rating: ---   - System voltage: ---   - Bus amperage:  ---   - Short Circuit Rating: ---   - Applicable Listing: """
287542,ABB 3P 9A 600V 480V COIL IEC CONTACTOR,,,Electrical Components,Switching & Control,Relays,regex_extraction,0.9,Contactor,9.0,600VAC,,3.0,,,,,,,,,,,,False,7024,Sie 3P 9A 600Vac Iec Contactor 200-230Vac Coil 1No Auxiliary
287576,SQD SOLID STATE OLR 9-27A SZ 1,,,Electrical Components,Switching & Control,Relays,ai_extraction,0.8,Relay,27.0,,,,,1,,,,,,,,,,False,5204,Sqd Solid State Olr 9-27A Sz 1
288422,CH: 3PH 3P 480V 30A 14kA@480V,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,Breaker,30.0,480V,3.0,3.0,14.0,,,,,,,,,,,False,1864,CH: 3PH 3P 480V 30A 14kA@480V
289833,GE: FVNR SZ 1 STARTER 3P 27A 600V 120V COIL SSOLR 6.5-13A,,,Electrical Components,Switching & Control,Relays,ai_extraction,0.8,Starter,27.0,600V,3.0,3.0,,1,,,,,,,,,,False,3456,Ge: Fvnr Sz 1 Starter 3P 27A 600V 120V Coil Ssolr 6.5-13A
289935,2P 240V 100A BR MAIN BREAKER,,,Circuit Protection,Low Voltage Breakers,MCB,regex_extraction,0.9,Breaker,100.0,240VAC,,2.0,,,,,,,,,,,,False,6295,2P 100A 240V Type A Wadsworth Breaker
290639,TeSys D contactor - 3P(3 NO) - AC-3 - <= 440 V 40 A - 120 V AC 50/60 Hz coil,,,Electrical Components,Switching & Control,Relays,regex_extraction,0.9,Contactor,40.0,440VAC,,3.0,,,,,,,,,,,,False,5748,TeSys D contactor - 3P(3 NO) - AC-3 - <= 440 V 40 A - 120 V AC 50/60 Hz coil
290643,GE MTG KIT AND HARDWARE APN-B TO SPECTRA SE FRAME,,,Circuit Protection,Breaker Accessories,Mounting Kits,ai_extraction,0.8,Mounting Kit,,,,,,SE,,,,,,,,,,False,3166,Ge Mtg Kit And Hardware Apn-B To Spectra Se Frame
290651,SQD NQ PANELBOARD,,,Switchgear & Distribution,Low Voltage Switchgear,Panelboards,regex_extraction,0.7,Panelboard,,,,,,,,,,,,,,,,False,5178,Sqd Nq Panelboard
291762,FUSE: 100A 600VAC CLASS RK5 FERRAZ SHAWMUT,,,Circuit Protection,Fuses & Disconnects,Power Fuses,regex_extraction,0.9,Fuse,100.0,600VAC,,,,,,,,,,,,,,False,2765,Fuse: 100A 600Vac Class Rk5 Ferraz Shawmut
292798,ENTER DESCRIPTION HERE,,,Miscellaneous/Other,Uncategorized,Insufficient Information,,1.0,rule_based,,,,,,,,,,,,,,,,False,2493,Enter Description Here
292817,NON-REV CONTACTOR 105AMP W/120V COIL,,,Electrical Components,Switching & Control,Relays,regex_extraction,0.9,Contactor,105.0,120VAC,,,,,,,,,,,,,,False,4221,Non-Rev Contactor 105Amp W/120V Coil
292924,SQD: 1PH 1P 120V 20A 22kA@120V,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,Breaker,20.0,120V,1.0,1.0,22.0,,,,,,,,,,,False,5238,SQD: 1PH 1P 120V 20A 22kA@120V
292926,CH: 3PH 3P 480V 90A 14kA@480V,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,Breaker,90.0,480V,3.0,3.0,14.0,,,,,,,,,,,False,1876,CH: 3PH 3P 480V 90A 14kA@480V
292928,MFR:SIEMENS KVA:15 PRIMARY:480 SECONDARY:208/120,,,Transformers,Low Voltage Transformers,Isolation Transformer,ai_extraction,0.8,Transformer,,480V/208/120V,,,,,15.0,,,,,,,,,False,10742,Mfr:Siemens Kva:15 Primary:480 Secondary:208/120
292930,CH: 3PH 3P 600V 175A 100kA@480V,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,Breaker,175.0,600V,3.0,3.0,100.0,,,,,,,,,,,False,1894,CH: 3PH 3P 600V 175A 100kA@480V
292947,SQD NQ PANELBOARD,,,Switchgear & Distribution,Low Voltage Switchgear,Panelboards,regex_extraction,0.7,Panelboard,,,,,,,,,,,,,,,,False,5178,Sqd Nq Panelboard
292952,3P 30A 600V 100KAIC AT 480V MCP 9-235A RANGE,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,Breaker,30.0,600V,,3.0,100.0,MCP,,,,,,,,,,False,10743,3P 30A 600V 100Kaic At 480V Mcp 9-235A Range
292955,CH: 3PH 3P 240V 100A 10kA@240V,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,Breaker,100.0,240V,3.0,3.0,10.0,,,,,,,,,,,False,1810,CH: 3PH 3P 240V 100A 10kA@240V
292959,SIE 800A NEUTRAL CURRENT SENSOR SENTRON TRIP,,,Electrical Components,Metering & Sensing,Power Meters,ai_extraction,0.8,Sensor,800.0,,,,,,,,,,,,,,,False,4687,Sie 800A Neutral Current Sensor Sentron Trip
292960,CH: 1PH 1P 240V 40A 10kA@240V,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,Breaker,40.0,240V,1.0,1.0,10.0,,,,,,,,,,,False,1727,CH: 1PH 1P 240V 40A 10kA@240V
292963,ETN FVNR SZ 4 MOTOR STARTER 3P 135A 600V 120V COIL OPEN,,,Electrical Components,Switching & Control,Relays,regex_extraction,0.9,Motor Starter,135.0,600VAC,,3.0,,,,,,,,,,,,False,2555,Etn Fvnr Sz 4 Motor Starter 3P 135A 600V 120V Coil Open
292964,127V SHUNT TRIPS MFR: CUTLER HAMMER,,,Circuit Protection,Breaker Accessories,Shunt Trips,ai_extraction,0.8,Shunt Trip,,127V,,,,,,,,,,,,,,False,154,127V Shunt Trips Mfr: Cutler Hammer
292967,"MOUNTING  KIT FOR SPECTRA APN-B SINGLE MOUNT FOR SGHA, SGLA, SGPA",,,Circuit Protection,Breaker Accessories,Mounting Kits,ai_extraction,0.8,Mounting Kit,,,,,,"SGHA, SGLA, SGPA",,,,,,,,,,False,4168,"Mounting  Kit For Spectra Apn-B Single Mount For Sgha, Sgla, Sgpa"
293485,SQD: 400A 600V NEMA 1 ENCLOSURE,,,Enclosures & Hardware,Electrical Enclosures,NEMA Enclosures,ai_categorization,0.95,,,,,,,,,,,,,,,,,False,5561,Sqd: 400A 600V Nema 1 Enclosure
293494,SQD NQ/NF PANELBOARD SURFACE COVER TYPE 1 20'' X 38'',,,Enclosures & Hardware,Doors & Covers,Cover Plates,ai_categorization,0.95,,,,,,,,,,,,,,,,,False,5181,Sqd Nq/Nf Panelboard Surface Cover Type 1 20'' X 38''
294406,SIE: 3PH 3P 600V 100A Single CONFIG SAFETY SWITCH,,,Circuit Protection,Low Voltage Breakers,Safety Switches,ai_extraction,0.8,Safety Switch,100.0,600V,3.0,3.0,,,,,,,,,,,,False,4841,SIE: 3PH 3P 600V 100A Single CONFIG SAFETY SWITCH
294407,3P 3PH 500A 600V 35kA@480V MFR: GE,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,Breaker,500.0,600V,3.0,3.0,35.0,,,,,,,,,,,False,10744,3P 3PH 500A 600V 35kA@480V MFR: GE
297032,"GE 8000 SERIES LV MCC; FEEDER TYPE 24"" PROVISION; BREAKER TYPE DISCONNECT; 400A RATED",,,Switchgear & Distribution,Low Voltage Switchgear,Motor Control Centers,regex_extraction,0.7,Disconnect,400.0,,,,,,,,,,,,,,,False,10745,"Ge 8000 Series Lv Mcc; Feeder Type 24"" Provision; Breaker Type Disconnect; 400A Rated"
297036,GE: 100A 600V NEMA 1 ENCLOSURE,,,Enclosures & Hardware,Electrical Enclosures,NEMA Enclosures,ai_categorization,1.0,,,,,,,,,,,,,,,,,False,3232,Ge: 100A 600V Nema 1 Enclosure
297339,SIE ESP200 SOLID STATE OLR 3-12A RANGE,,,Electrical Components,Switching & Control,Motor Starters,ai_extraction,0.8,Relay,12.0,,,,,,,,,,,,,,,False,7071,Siemens 3-12A Solid State Overload Relay For Use With Size 1 Starters
298744,GE: 800A RATING PLUG,,,Circuit Protection,Breaker Accessories,Rating Plugs,ai_extraction,0.8,Rating Plug,800.0,,,,,,,,,,,,,,,False,3453,Ge: 800A Rating Plug
298847,ETN 1NO 1NC AUX SZ 4 AN16N,,,Circuit Protection,Breaker Accessories,Auxiliary Contacts,ai_extraction,0.8,Auxiliary Contact,,,,,,SZ 4,,,,,,,,,,False,2499,Etn 1No 1Nc Aux Sz 4 An16N
298852,GE: 3PH 3P 240V 80A 10kA@240V,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,Breaker,80.0,240V,3.0,3.0,10.0,,,,,,,,,,,False,3357,GE: 3PH 3P 240V 80A 10kA@240V
298854,CH: 3PH 3P 480V 15A 22kA@480V,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,Breaker,15.0,480V,3.0,3.0,22.0,,,,,,,,,,,False,10746,CH: 3PH 3P 480V 15A 22kA@480V
298858,SQD: 3PH 3P 240V 60A Single CONFIG SAFETY SWITCH,,,Circuit Protection,Low Voltage Breakers,Safety Switches,ai_extraction,0.8,Safety Switch,60.0,240V,3.0,3.0,,,,,,,,,,,,False,5418,SQD: 3PH 3P 240V 60A Single CONFIG SAFETY SWITCH
298861,GE: 3PH 3P 240V 400A 65kA@240V,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,Breaker,400.0,240V,3.0,3.0,65.0,,,,,,,,,,,False,3347,GE: 3PH 3P 240V 400A 65kA@240V
298868,3PH 4W 600V 200A 200KA@480V GROUND: YES  FUSIBLE BUS-PLUG MFR: SQUARE D,,,Switchgear & Distribution,Busway,Plug-In Busway,ai_extraction,0.8,Bus-Plug,200.0,600V,3.0,,200.0,,,,,,,,,,,False,700,3Ph 4W 600V 200A 200Ka@480V Ground: Yes  Fusible Bus-Plug Mfr: Square D
298871,NORMALLY OPEN CONTACT BLOCK,,,Electrical Components,Switching & Control,Pushbuttons,ai_extraction,0.8,Contact Block,,,,,,,,,,,,,,,,False,10747,Normally Open Contact Block
298975,ABB CONTROL RELAY 2NO 2NC 120V COIL,,,Electrical Components,Switching & Control,Relays,regex_extraction,0.7,Relay,,120VAC,,,,,,,,,,,,,,False,7107,"Sync Check (25) Relay M - Single Phase Voltage 1 - 120VAC, 1-99 deg Phase Angle Setting"
300737,SIE: 1PH 1P 277V 20A 65kA@277V,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,Breaker,20.0,277V,1.0,1.0,65.0,,,,,,,,,,,False,4736,SIE: 1PH 1P 277V 20A 65kA@277V
300740,ETN 1NO 1NC AUX FD FRAME,,,Circuit Protection,Breaker Accessories,Auxiliary Contacts,ai_extraction,0.8,Auxiliary Contact,,,,,,FD,,,,,,,,,,False,10748,Etn 1No 1Nc Aux Fd Frame
300741,SQD: 3PH 3P 240V 70A 10kA@240V,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,Breaker,70.0,240V,3.0,3.0,10.0,,,,,,,,,,,False,5419,SQD: 3PH 3P 240V 70A 10kA@240V
301464,ETN 3P 45A 600V 35KAIC AT 480V,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,Breaker,45.0,600V,,3.0,35.0,,,,,,,,,,,False,6488,SQD: 3PH 3P 600V 45A 35kA@480V
301467,2P 120/240V 30AMP ZINSCO QC STYLE BREAKER,,,Circuit Protection,Low Voltage Breakers,MCB,regex_extraction,0.9,Breaker,30.0,120/240VAC,,2.0,,,,,,,,,,,,False,381,2P 120/240V 30Amp Zinsco Qc Style Breaker
301578,SQD: 1PH 1P 120V 20A 22kA@120V,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,Breaker,20.0,120V,1.0,1.0,22.0,,,,,,,,,,,False,5238,SQD: 1PH 1P 120V 20A 22kA@120V
304189,CH: 3PH 3P 600V 250A 35kA@480V,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,Breaker,250.0,600V,3.0,3.0,35.0,,,,,,,,,,,False,1908,CH: 3PH 3P 600V 250A 35kA@480V
304194,SIE FVNR SZ 0 STARTER 3P 18A 600V 120V COIL 3-12A SOLID STATE OLR,,,Electrical Components,Switching & Control,Motor Starters,ai_extraction,0.8,Starter,18.0,600V,,3.0,,0,,,,,,,,,,False,4691,Sie Fvnr Sz 0 Starter 3P 18A 600V 120V Coil 3-12A Solid State Olr
304619,CH: 3PH 3P 480V 90A 14kA@480V,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,Breaker,90.0,480V,3.0,3.0,14.0,,,,,,,,,,,False,1876,CH: 3PH 3P 480V 90A 14kA@480V
307298,CH: 1PH 1P 480V 50A 14kA@277V,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,Breaker,50.0,480V,1.0,1.0,14.0,,,,,,,,,,,False,1748,CH: 1PH 1P 480V 50A 14kA@277V
307303,SQD: 1PH 1P 277V 20A 25kA@240V,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,Breaker,20.0,277V,1.0,1.0,25.0,,,,,,,,,,,False,5257,SQD: 1PH 1P 277V 20A 25kA@240V
307304,SQD: 1PH 1P 277V 20A 25kA@240V,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,Breaker,20.0,277V,1.0,1.0,25.0,,,,,,,,,,,False,5257,SQD: 1PH 1P 277V 20A 25kA@240V
307407,GE MTG KIT AND HW SF - APN BOLT ON SINGLE,,,Circuit Protection,Breaker Accessories,Mounting Kits,ai_extraction,0.8,Mounting Kit,,,,,,SF,,,,,,,,,,False,3167,Ge Mtg Kit And Hw Sf - Apn Bolt On Single
307412,SIE: 3PH 3P 600V 1000A 65kA@480V,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,Breaker,1000.0,600V,3.0,3.0,65.0,,,,,,,,,,,False,6309,"LS 3PH 3P 600V 1000A 65KA @480V LSIG AMMETER TRIP UNIT ERMS COMM + OUTER CT (G/F) WITH AC/DC 100-250V 60Hz OCR, LOAD SIDE LUGS INCLUDED"
307535,IEC 3P 9A CONTACTOR WITH 120V COIL,,,Electrical Components,Switching & Control,Contactors,regex_extraction,0.9,Contactor,9.0,120VAC,,3.0,,,,,,,,,,,,False,7021,Contactor 3P 9Amp 120V Coil With Electronic Overload Relay 11-17Amp Range
307569,GE: 100A 600V NEMA 1 ENCLOSURE,,,Enclosures & Hardware,Electrical Enclosures,NEMA Enclosures,ai_categorization,0.95,,,,,,,,,,,,,,,,,False,3232,Ge: 100A 600V Nema 1 Enclosure
307570,GE: 3PH 3P 600V 20A 18kA@480V,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,Breaker,20.0,600V,3.0,3.0,18.0,,,,,,,,,,,False,10749,GE: 3PH 3P 600V 20A 18kA@480V
307580,3P 85A 600V 120V COIL IEC CONTACTOR,,,Electrical Components,Switching & Control,Contactors,regex_extraction,0.9,Contactor,85.0,600VAC,,3.0,,,,,,,,,,,,False,7020,Allen Bradley Contactor 3P 85A 600V 110-120Vac Coil
307581,70-95A ADJUSTABLE OVERLOAD RELAY FOR MC85A,,,Electrical Components,Switching & Control,Relays,regex_extraction,0.7,Relay,95.0,,,,,,,,,,,,,,,False,10750,70-95A Adjustable Overload Relay For Mc85A
307582,3PH 4W 600V 200A 200KA@480V GROUND: YES  FUSIBLE BUS-PLUG MFR: SQUARE D,,,Switchgear & Distribution,Busway,Plug-In Busway,ai_extraction,0.8,Bus-Plug,200.0,600V,3.0,,200.0,,,,,,,,,,,False,700,3Ph 4W 600V 200A 200Ka@480V Ground: Yes  Fusible Bus-Plug Mfr: Square D
307593,SIE 3PH 4W 400A 600V FUSIBLE SENTRON BUSWAY PLUG W GROUND,,,Switchgear & Distribution,Busway,Plug-In Busway,ai_extraction,0.8,Busway Plug,400.0,600V,3.0,,,,,,,,,,,,,False,6071,Sie 3Ph 4W 400A 600V Fusible Sentron Busway Plug W Ground
308312,TOGGLE SWITCH SPST 20A PANEL MOUNT,,,Electrical Components,Switching & Control,Relays,ai_extraction,0.8,Switch,20.0,,,1.0,,,,,,,,,,,,False,5782,Toggle Switch Spst 20A Panel Mount
308325,INTERMATIC 4 CIRCUIT TIME CLOCK 120VAC,,,Electrical Components,Switching & Control,Relays,ai_extraction,0.8,Time Clock,,120VAC,,4.0,,,,,,,,,,,,False,10751,Intermatic 4 Circuit Time Clock 120Vac
308844,ETN 3P 30A 600V ELEC HELD LTG CONTACTOR 208V COIL OPEN,,,Electrical Components,Switching & Control,Contactors,regex_extraction,0.9,Contactor,30.0,600VAC,,3.0,,,,,,,,,,,,False,7008,Sqd: Enclosed Lighting Contactor; 3 Pole; 30 Amp Rated; 600 Vac Max; Mechanically Latched 3 Wire 277Vac Coil Voltage; Type 1 Indoor Rated Enclosure
308850,1P 120V 20AMP HEINEMANN BREAKER,,,Circuit Protection,Low Voltage Breakers,MCB,regex_extraction,0.9,Breaker,20.0,120VAC,,1.0,,,,,,,,,,,,False,6379,1P 20A 120Vac Afi/Gfi Combo Square D Hom Cb
308854,GE: 3PH 3P 480V 25A 14kA@480V,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,Breaker,25.0,480V,3.0,3.0,14.0,,,,,,,,,,,False,3367,GE: 3PH 3P 480V 25A 14kA@480V
308856,GE MTG KIT AND HARDWARE APN-B TO SPECTRA SE FRAME,,,Circuit Protection,Breaker Accessories,Mounting Kits,ai_extraction,0.8,Mounting Kit,,,,,,SE,,,,,,,,,,False,3166,Ge Mtg Kit And Hardware Apn-B To Spectra Se Frame
308872,SIE 1000A NEUTRAL CURRENT SENSOR SENTRON TRIP,,,Electrical Components,Metering & Sensing,Power Meters,ai_extraction,0.8,Sensor,1000.0,,,,,,,,,,,,,,,False,10752,Sie 1000A Neutral Current Sensor Sentron Trip
308881,GE: MTG KIT AND HW APN-B TO SFLA FRAME,,,Circuit Protection,Breaker Accessories,Mounting Kits,ai_extraction,0.8,Mounting Kit,,,,,,SFLA,,,,,,,,,,False,3458,Ge: Mtg Kit And Hw Apn-B To Sfla Frame
308988,ITI 3PH VOLTAGE MONITOR 384VAC-552VAC DOOR MOUNTED,,,Electrical Components,Metering & Sensing,Power Meters,ai_extraction,0.8,Voltage Monitor,,384VAC-552VAC,3.0,,,,,,,,,,,,,False,10753,Iti 3Ph Voltage Monitor 384Vac-552Vac Door Mounted
308997,3P 600V 600A DOUBLE THROW NON FUSIBLE SS NEMA 3R/12,,,Circuit Protection,Fuses & Disconnects,Non-Fusible Disconnect Switch,ai_extraction,0.8,Switch,600.0,600V,,3.0,,,,,3R/12,,,,,,,False,6216,3P 600V 600A Double Throw Non Fusible Ss Nema 3R/12
309007,GE: 1PH 1P 277V 40A 14kA@277V,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,Breaker,40.0,277V,1.0,1.0,14.0,,,,,,,,,,,False,3263,GE: 1PH 1P 277V 40A 14kA@277V
309424,"MOLD CC-2, 70-35 MM SQ",,,Electrical Components,Terminal & Wiring,Connectors,ai_extraction,0.8,Mold,,,,,,,,70-35 MM SQ,,,,,,,,False,4141,"Mold Cc-2, 70-35 Mm Sq"
309434,TCF20RN: BUSS 20A 600V LOW PEAK CLASS CF FUSE MFR: BUSSMANN,,,Circuit Protection,Fuses & Disconnects,Power Fuses,regex_extraction,0.9,Fuse,20.0,600VAC,,,,,,,,,,,,,,False,5715,Tcf20Rn: Buss 20A 600V Low Peak Class Cf Fuse Mfr: Bussmann
309436,SIE MOD 95 ACCESSORY,,,Circuit Protection,Breaker Accessories,Auxiliary Contacts,ai_extraction,0.8,Accessory,,,,,,,,,,,,,,,,False,4699,Sie Mod 95 Accessory
